Review_Date,Author,Rating,Review_Title,Review,Review_Url
2 September 2020,TaylorYee94,10," How many times I watch this movie.... It's still the masterpiece.
","I have watched Titanic how many times I don't know. Everytime I watch it, I still cry, laugh, smile, and feel. The story flows with tension throughout the movie; two actors' acting and chemistry need applaud; Sinking ship is realistically filmed; 'My Heart Will Go On' is perfect fit for Jack and Roses' love story and is timeless as well. All the movie's factors are fully qualified. What more can I say? It is the masterpiece.",/review/rw0437163/?ref_=tt_urv
10 March 2021,BJG-Reviews,10," STANDING OVATION! - (10 stars out of 10)
",The stage curtains open ...,/review/rw0437163/?ref_=tt_urv
23 February 2020,MrHeraclius,," Great
",Very beautiful and cinematic movie with lots of classic scenes.Also extremely sad at times.Absolute 90's classic.,/review/rw0437163/?ref_=tt_urv
3 July 2018,paulclaassen,10," Despite a lot of plot flaws and conveniences, this really is one of the best films ever made.
","Ah, yes, the film that propelled Leonardi DiCapro to super stardom, became the first film to gross $1 billion, and stayed on the top of the box office charts for 12 years (only to be kicked off the top by another James Cameron film, Avatar).",/review/rw0437163/?ref_=tt_urv
10 August 2001,Smells_Like_Cheese,10," Actually it got better for me
","Back in 1997, do I remember that year: Clinton bans cloning research, the unfortunate death of Princess Diana, the Marlins won the world series and a woman gave birth to septuplets. This was also the big year in the release of Titanic, one of the biggest films of all time: a tale about the ship of dreams, about a boy and a girl who fall in love but are torn apart by their social class and at the height of their emotional commitment the ship meets with disaster. I don't think anybody could have expected Titanic to be as HUGE as it was, the movie was bigger than life and had millions of fans, 85% of them being teenage girls, I was 12 years old at the time, and of course saw the movie multiple times. It was the film that made me believe that the love that Jack and Rose shared was so real and beautiful. At the time I felt that Titanic could do no wrong, of course I grew up and didn't watch the film since I was 14, a couple years ago I saw the film on DVD for 5.99 and figured that it was a good price and to see what I thought about the movie now. Was it worth the hype? Was it really the best movie of all time? Was that Leonardo's real nose? OK, I know that's silly to say, but I did re-watch the film. Being completely honest here, Titanic is a great movie, it delivered in romance, humor, disaster, emotions and took us on this incredible maiden voyage.",/review/rw0437163/?ref_=tt_urv
5 December 2014,rtivey913,10," This was one of the few movies that actually brought me to tears.
","Good Lord. This movie right here, it's a masterpiece. I am not exaggerating when I say this. Tonight was the first time I watched this. I watched some parts of it earlier, but I thought it would probably be boring, and that I had better things to do. Tonight I watched the whole thing with my grandmother. I was completely wrong on that. This was the best movie that I've ever seen, and probably ever will see in my entire life. Me and my grandmother were both in tears by the end of it. There were two scenes which made me cry: the part where the orchestra played ""Nearer, My God, to Thee"" and the end when all those perished on the Titanic applaud at the kiss of Rose and Jack. This movie was absolutely amazing and I would watch it over and over again.",/review/rw0437163/?ref_=tt_urv
18 February 2016,InaneSwine,10," As perfect a cinematic experience as you're ever likely to get
","""Based on the tragedy that spawned thousands of heartbreaking true stories, comes this fake one."" It's time to decide: was it insensitive and somewhat cheap of James Cameron to throw two made-up passengers who fall in love onto the ship? Or did these two characters offer the audience an anchor to hold onto as we are guided through the dreadful events of April 15th, 1912? Without a doubt, the latter. The fictional story of Jack and Rose never distracts from the tragic true story, it cinematically enhances it. We never ever miss the bigger picture.",/review/rw0437163/?ref_=tt_urv
9 February 2021,frosty-44431,10," HOW CAN YOU RATE THIS FILM LOW?
","This is just a record breaker and you can see why. Even to this day I find anything Titanic related really interesting,. Such a great movie.",/review/rw0437163/?ref_=tt_urv
12 May 2017,Kingslaay,10," Timeless
","Titanic is a true masterpiece and is easily one of the greatest films in history. James Cameron has outdone himself with this epic film that is clearly one for the ages. It is perfect in almost every way and can be watched over and over again. From the directing, beautiful photography and an immortal song by Celine Dion. Not only is a masterful depiction of the sinking of the Titanic but a great love story. Romance is my lowest rated genre so it takes a really well made love story for me to like it and Titanic showcased this. Worthy of all its Oscars and revenue this film has etched itself as one of the great triumphs of cinema. It is loved universally and it is truly timeless.",/review/rw0437163/?ref_=tt_urv
4 November 2020,henrycoles9,10," Greatest movie of all time
","Flawless, enchanting, riveting, wondrous, totally out of this world. Astounding as this may sound, I've just now got around to watching ""Titanic,"" 23 years on, and I'm staggered at all that I've missed my whole life.",/review/rw0437163/?ref_=tt_urv
